sentence_id,token_id,semiotic,before,class,after,truth
6496,4,PLAIN,UCCIO,ToBeNormalized,u c c i o,UCCIO
6496,10,PLAIN,DE,ToBeNormalized,d e,DE
6504,6,PLAIN,revolutionise,RemainSelf,revolutionise,revolutionize
6506,10,PLAIN,ACT,ToBeNormalized,a c t,ACT
6524,11,PLAIN,AIDS,ToBeNormalized,a i d s,AIDS
6577,21,PLAIN,MUN,ToBeNormalized,m u n,MUN
6581,6,LETTERS,nul,RemainSelf,nul,n u l
6612,5,PLAIN,DOI,ToBeNormalized,d o i,DOI
6618,7,PLAIN,Ku,ToBeNormalized,k u,Ku
6637,2,PLAIN,I,ToBeNormalized,the first,I
6648,11,PLAIN,GOV,ToBeNormalized,g o v,GOV
6711,9,PLAIN,ISO,ToBeNormalized,i s o,ISO
6717,1,PLAIN,I,ToBeNormalized,one,I
6743,1,PLAIN,est,ToBeNormalized,e s t,est
6777,3,CARDINAL,V,ToBeNormalized,the fifth,five
6800,0,PLAIN,REGIO,ToBeNormalized,r e g i o,REGIO
6800,20,PLAIN,ACID,ToBeNormalized,a c i d,ACID
6814,7,PLAIN,AG,ToBeNormalized,a g,AG
6818,0,PLAIN,DAR,ToBeNormalized,d a r,DAR
6844,1,PLAIN,Umro,ToBeNormalized,u m r o,Umro
6856,5,PLAIN,B's,ToBeNormalized,b's,B's
6857,9,PLAIN,Scat,ToBeNormalized,s c a t,Scat
6874,4,PLAIN,I,ToBeNormalized,the first,I
6878,5,PLAIN,Glas,ToBeNormalized,g l a's,Glas
6887,18,PUNCT,-,ToBeNormalized,to,-
6938,5,PLAIN,GUS,ToBeNormalized,g u s,GUS
6945,1,ORDINAL,II,ToBeNormalized,two,the second
6946,4,PLAIN,digitised,RemainSelf,digitised,digitized
6946,11,PLAIN,Digitisation,ToBeNormalized,digitized,Digitisation
6964,12,PLAIN,cue,ToBeNormalized,c u e,cue
6970,3,PLAIN,GONZALES,ToBeNormalized,g o n z a l e s,GONZALES
6972,7,PLAIN,synthestration,ToBeNormalized,s_letter,synthestration
6978,1,PLAIN,iPad,ToBeNormalized,i p a d,iPad
6999,4,PLAIN,Shab,ToBeNormalized,s h a b,Shab
7012,2,ELECTRONIC,http://www.tmaxsoft.com/product/productView.do,ToBeNormalized,h_letter  _letter t_letter  _letter t_letter  _letter p_letter  _letter c_letter o_letter l_letter o_letter n_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter w_letter  _letter w_letter  _letter w_letter dot t_letter  _letter m_letter  _letter a_letter  _letter x_letter  _letter s_letter  _letter o_letter  _letter f_letter  _letter t_letter dot c_letter o_letter m_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter p_letter r_letter o_letter d_letter u_letter c_letter t_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter p_letter r_letter o_letter d_letter u_letter c_letter t_letter v_letter i_letter e_letter w_letter dot d_letter o_letter,h_letter  _letter t_letter  _letter t_letter  _letter p_letter  _letter c_letter o_letter l_letter o_letter n_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter w_letter  _letter w_letter  _letter w_letter dot t_letter m_letter a_letter x_letter s_letter o_letter f_letter t_letter dot c_letter o_letter m_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter p_letter r_letter o_letter d_letter u_letter c_letter t_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter p_letter r_letter o_letter d_letter u_letter c_letter t_letter v_letter i_letter e_letter w_letter dot d_letter o_letter
7029,3,PLAIN,DOS,ToBeNormalized,d o s,DOS
7031,14,PLAIN,DOS,ToBeNormalized,d o s,DOS
7033,19,PLAIN,CASTOR,ToBeNormalized,c a s t o r,CASTOR
7039,5,PLAIN,ab,ToBeNormalized,a b,ab
7040,3,PLAIN,IU,ToBeNormalized,i u,IU
7086,12,PLAIN,LIF,ToBeNormalized,l i f,LIF
7086,21,PLAIN,STAT,ToBeNormalized,s t a t,STAT
7088,11,PLAIN,circumcised,RemainSelf,circumcised,circumcized
7090,6,PLAIN,GRIN,ToBeNormalized,g r i n,GRIN
7094,0,PLAIN,HSI,ToBeNormalized,h s i,HSI
7099,0,PUNCT,¿,ToBeNormalized,f,¿
7109,6,PLAIN,TAP,ToBeNormalized,t a p,TAP
7112,4,PUNCT,:,ToBeNormalized,to,:
7113,4,LETTERS,IV,ToBeNormalized,the fourth,i v
7123,12,LETTERS,Ssese,RemainSelf,Ssese,s s e s e
7132,13,DATE,1991,ToBeNormalized,one thousand nine hundred ninety one,nineteen ninety one
7180,9,LETTERS,Ald,RemainSelf,Ald,a l d
7196,7,PLAIN,XI,ToBeNormalized,eleven,XI
7196,10,TIME,18:00:00Z,ToBeNormalized,eighteen hours u seconds,eighteen hours zero minutes and zero seconds z
7230,16,DATE,1968,ToBeNormalized,one thousand nine hundred sixty eight,nineteen sixty eight
7234,4,PLAIN,ski,ToBeNormalized,s k i,ski
7235,13,PLAIN,Lok,ToBeNormalized,l o k,Lok
7250,3,TIME,0:02:01,ToBeNormalized,zero hours two minutes and one seconds,zero hours two minutes and one second
7256,5,PLAIN,CAB,ToBeNormalized,c a b,CAB
7286,4,PLAIN,ABA,ToBeNormalized,a b a,ABA
7291,2,PLAIN,OBE,ToBeNormalized,o b e,OBE
7295,15,PLAIN,scam,ToBeNormalized,s c a m,scam
7298,8,PLAIN,est,ToBeNormalized,e s t,est
7334,1,CARDINAL,1298015,ToBeNormalized,one two nine eight o one five,one million two hundred ninety eight thousand fifteen
7354,18,PLAIN,IX,ToBeNormalized,nine,IX
7364,11,PLAIN,Asaf,ToBeNormalized,a s a f,Asaf
7372,6,LETTERS,Graz'zt,RemainSelf,Graz'zt,g r a z z t
7385,1,LETTERS,Suat,RemainSelf,Suat,s u a t
7385,4,PLAIN,odul,ToBeNormalized,o d u l,odul
7388,20,PUNCT,-,ToBeNormalized,to,-
7388,24,PUNCT,-,ToBeNormalized,to,-
7392,7,PLAIN,I,ToBeNormalized,the first,I
7409,5,PLAIN,LAN,ToBeNormalized,l a n,LAN
7440,5,PLAIN,GO,ToBeNormalized,g o,GO
7487,2,LETTERS,Ekow,RemainSelf,Ekow,e k o w
7492,8,LETTERS,Lwala,RemainSelf,Lwala,l w a l a
7495,1,PLAIN,Ski,ToBeNormalized,s k i,Ski
7498,4,LETTERS,bd,RemainSelf,bd,b d
7530,5,LETTERS,Smer,RemainSelf,Smer,s m e r
7532,18,LETTERS,Mzee,RemainSelf,Mzee,m z e e
