sentence_id,token_id,semiotic,before,class,after,truth
4535,7,PLAIN,ВИ,ToBeNormalized,в и,ВИ
4539,3,CARDINAL,3 847,ToBeNormalized,три тысячи восемьсот сорок семь,тремя тысячами восьмьюстами сорока семью
4539,6,CARDINAL,6 965,ToBeNormalized,шесть тысяч девятьсот шестьдесят пять,шестью тысячами девятьюстами шестьюдесятью пятью
4539,11,CARDINAL,20 376,ToBeNormalized,двадцать тысяч триста семьдесят шесть,двадцатью тысячами тремястами семьюдесятью шестью
4539,14,CARDINAL,23 168,ToBeNormalized,двадцать три тысячи сто шестьдесят восемь,двадцатью тремя тысячами ста шестьюдесятью восьмью
4563,12,PLAIN,Horyzonty,ToBeNormalized,х_trans о_trans р_trans а_trans й_trans з_trans о_trans н_trans т_trans и_trans,х_trans о_trans р_trans и_trans з_trans о_trans н_trans т_trans и_trans
4565,7,PLAIN,Hayit,ToBeNormalized,х_trans а_trans й_trans и_trans т_trans,х_trans е_trans й_trans и_trans т_trans
4569,5,ORDINAL,II,ToBeNormalized,два,второй
4575,2,TELEPHONE,5-900829-19-7,ToBeNormalized,пять sil девятьсот тысяч восемьсот двадцать девять sil девятнадцать sil семь,пять sil девятьсот восемьсот двадцать девять sil девятнадцать sil семь
4589,9,PLAIN,Уч,ToBeNormalized,у ч,Уч
4595,9,ORDINAL,IV,ToBeNormalized,i v,четвертого
4600,1,DATE,1873 г.,ToBeNormalized,тысяча восемьсот семьдесят третий год,тысяча восемьсот семьдесят третьим годом
4602,7,DATE,1.01.2011,ToBeNormalized,первое января две тысячи одиннадцатого года,первом января две тысячи одиннадцатого года
4617,5,CARDINAL,400,ToBeNormalized,четыреста,четырьмястами
4620,4,ORDINAL,3-м,ToBeNormalized,третий,третьим
4627,0,PLAIN,Pietragalla,ToBeNormalized,п_trans и_trans е_trans т_trans р_trans а_trans г_trans а_trans л_trans л_trans а_trans,п_trans и_trans т_trans р_trans а_trans г_trans а_trans л_trans л_trans а_trans
4662,1,MEASURE,268 г.,ToBeNormalized,двести шестьдесят восемь грамм,двумястами шестьюдесятью восьмью граммами
4664,10,PLAIN,Drijvers,ToBeNormalized,д_trans р_trans и_trans ж_trans в_trans е_trans р_trans с_trans,д_trans р_trans а_trans й_trans ж_trans в_trans е_trans р_trans с_trans
4670,4,LETTERS,Паньк,RemainSelf,Паньк,п а н ь к
4678,12,ELECTRONIC,www.myekaterinodar.ru/maps/kuban-area/,ToBeNormalized,w w w точка м_trans а_trans й_trans к_trans а_trans т_trans р_trans и_trans н_trans о_trans д_trans р_trans а_trans точка ру косая черта ру косая черта a косая черта ноль косая черта четыре косая черта три косая черта четыре три четыре три дефис четыре косая черта три дефис четыре косая черта три дефис четыре косая черта три дефис четыре косая черта три дефис четыре косая черта три дефис четыре косая черта три дефис четыре косая черта три дефис четыре косая черта три дефис четыре косая черта три дефис четыре косая черта три дефис четыре косая черта три дефис четыре косая черта три дефис четыре косая черта три дефис четыре косая черта три дефис четыре косая черта три дефис четыре косая черта три дефис четыре точка u косая черта три косая черта три косая черта три дефис четыре косая черта три дефис четыре косая черта три дефис четыре косая черта три дефис четыре,w w w точка м_trans а_trans й_trans е_trans к_trans а_trans т_trans е_trans р_trans и_trans н_trans о_trans д_trans а_trans р_trans точка ру косая черта мапс косая черта кубан дефис арея косая черта
4710,15,PLAIN,nadezhdata,ToBeNormalized,н_trans е_trans й_trans д_trans е_trans с_trans д_trans а_trans т_trans а_trans,н_trans а_trans д_trans е_trans с_trans д_trans а_trans т_trans а_trans
4729,3,CARDINAL,15,ToBeNormalized,пятнадцать,пятнадцати
4747,0,PLAIN,Melanges,ToBeNormalized,м_trans е_trans л_trans а_trans н_trans г_trans е_trans с_trans,м_trans е_trans л_trans а_trans н_trans д_trans ж_trans е_trans с_trans
4747,4,PLAIN,Aucouturier,ToBeNormalized,о_trans к_trans а_trans у_trans ч_trans е_trans р_trans ь_trans е_trans р_trans,о_trans к_trans а_trans у_trans т_trans е_trans р_trans ь_trans е_trans р_trans
4761,4,PLAIN,Monknewton,ToBeNormalized,м_trans о_trans н_trans к_trans н_trans е_trans в_trans т_trans о_trans н_trans,м_trans о_trans н_trans к_trans н_trans ь_trans ю_trans т_trans о_trans н_trans
4765,22,PLAIN,Tajiki,ToBeNormalized,т_trans а_trans д_trans ж_trans и_trans к_trans и_trans,т_trans е_trans д_trans ж_trans и_trans к_trans и_trans
4775,1,PLAIN,Rennais,ToBeNormalized,р_trans е_trans н_trans н_trans е_trans й_trans с_trans,р_trans е_trans н_trans н_trans а_trans и_trans с_trans
4775,6,PLAIN,Officiel,ToBeNormalized,о_trans ф_trans ф_trans и_trans с_trans и_trans е_trans л_trans,о_trans ф_trans и_trans с_trans и_trans е_trans л_trans
4775,10,PLAIN,Roazhon,ToBeNormalized,р_trans о_trans з_trans х_trans о_trans н_trans,р_trans о_trans а_trans з_trans х_trans о_trans н_trans
4792,2,PLAIN,spectaculaire,ToBeNormalized,с_trans п_trans е_trans к_trans т_trans а_trans к_trans у_trans л_trans е_trans й_trans р_trans,с_trans п_trans е_trans к_trans т_trans а_trans к_trans у_trans л_trans е_trans р_trans
4801,7,PLAIN,x,ToBeNormalized,x_letter_latin,на
4801,8,CARDINAL,58,ToBeNormalized,пятьдесят восемь,восемь
4801,14,CARDINAL,7,ToBeNormalized,семь,семи
4801,16,CARDINAL,1,ToBeNormalized,один,одного
4804,3,DATE,1985 г.,ToBeNormalized,тысяча девятьсот восемьдесят пятого года,тысяча девятьсот восемьдесят пятый год
4809,1,PLAIN,КЛАДР,ToBeNormalized,к л а д р,КЛАДР
4825,11,CARDINAL,-8,ToBeNormalized,минус восемь,-8
4825,12,CARDINAL,-61,ToBeNormalized,минус шестьдесят один,минус шесть один
4831,10,MEASURE,162 кВт,ToBeNormalized,сто шестьдесят два киловатт,сто шестьдесят два киловатта
4837,10,PLAIN,veut,ToBeNormalized,в_trans ь_trans ю_trans т_trans,в_trans е_trans у_trans т_trans
4854,5,CARDINAL,1992,ToBeNormalized,тысяча девятьсот девяносто два,тысячи девятисот девяноста двух
4882,11,LETTERS,тля,RemainSelf,тля,т л я
4888,1,DATE,24 июля,ToBeNormalized,двадцать четвертого июля,двадцать четвертое июля
4898,18,PLAIN,Svapnavasavadatta,ToBeNormalized,с_trans в_trans а_trans п_trans н_trans а_trans в_trans а_trans с_trans а_trans в_trans а_trans д_trans а_trans т_trans а_trans т_trans а_trans,с_trans в_trans а_trans п_trans н_trans а_trans в_trans а_trans с_trans а_trans в_trans а_trans д_trans а_trans т_trans т_trans а_trans
4908,5,DATE,14 апреля 2007 года,ToBeNormalized,четырнадцатого апреля две тысячи седьмого года,четырнадцатое апреля две тысячи седьмого года
4914,14,TELEPHONE,1-899855-13-0,ToBeNormalized,один sil восемьсот девяносто девять восемьсот пятьдесят пять sil сто тридцать sil ноль,один sil восемьсот девяносто девять восемьсот пятьдесят пять sil тринадцать sil ноль
4920,15,CARDINAL,1991,ToBeNormalized,тысячей девятьюстами девяноста одним,тысячи девятисот девяноста одного
4933,6,CARDINAL,2,ToBeNormalized,двух,два
4957,11,PLAIN,Tattooing,ToBeNormalized,т_trans а_trans т_trans т_trans у_trans и_trans н_trans г_trans,т_trans а_trans т_trans т_trans о_trans о_trans и_trans н_trans г_trans
4958,5,CARDINAL,25,ToBeNormalized,двадцать пять,двадцати пяти
4973,6,PLAIN,Craven,ToBeNormalized,к_trans р_trans а_trans в_trans е_trans н_trans,к_trans р_trans е_trans й_trans в_trans е_trans н_trans
4987,13,ELECTRONIC,bikeforums.net,ToBeNormalized,б_trans и_trans к_trans ф_trans о_trans р_trans у_trans м_trans с_trans точка н_trans е_trans т_trans,б_trans а_trans й_trans к_trans ф_trans о_trans р_trans у_trans м_trans с_trans точка н_trans е_trans т_trans
4987,19,ELECTRONIC,rec.bicycles.tech,ToBeNormalized,r е_trans с_trans точка б_trans и_trans с_trans и_trans к_trans л_trans с_trans точка т_trans e,р_trans е_trans к_trans точка б_trans и_trans с_trans и_trans к_trans л_trans с_trans точка т_trans е_trans к_trans
5017,5,PLAIN,ГРЭС,ToBeNormalized,г р э с,ГРЭС
5017,16,CARDINAL,800,ToBeNormalized,восьмисот,восьмистам
5045,8,PLAIN,ФРГ,ToBeNormalized,ф р г,ФРГ
5050,4,PLAIN,W,ToBeNormalized,w,W
5050,6,PLAIN,Losey,ToBeNormalized,л_trans о_trans з_trans и_trans,л_trans о_trans с_trans и_trans
5098,11,CARDINAL,25,ToBeNormalized,двадцать пять,двадцати пяти
5127,5,PLAIN,Pennywises,ToBeNormalized,п_trans е_trans н_trans н_trans и_trans в_trans и_trans з_trans е_trans с_trans,п_trans е_trans н_trans н_trans и_trans в_trans а_trans й_trans з_trans е_trans с_trans
5145,15,CARDINAL,III,ToBeNormalized,три,трех
5156,9,ORDINAL,—960,ToBeNormalized,девятьсот шестидесятом,девятьсот шестидесятого
5159,0,PLAIN,Being,ToBeNormalized,б_trans е_trans й_trans н_trans г_trans,б_trans е_trans и_trans н_trans г_trans
5169,0,PLAIN,Berillo,ToBeNormalized,б_trans е_trans р_trans и_trans л_trans л_trans о_trans,б_trans е_trans р_trans и_trans л_trans ь_trans о_trans
5172,4,DECIMAL,"13,625",ToBeNormalized,тринадцать целых и шестьсот двадцать пять тысячных,тринадцати целых и шестисот двадцати пяти тысячных
5188,0,PLAIN,Thorbecke,ToBeNormalized,т_trans о_trans р_trans б_trans е_trans к_trans к_trans,т_trans о_trans р_trans б_trans е_trans к_trans е_trans
5204,7,PLAIN,tiyin,ToBeNormalized,т_trans и_trans а_trans й_trans и_trans н_trans,т_trans и_trans а_trans и_trans н_trans
5216,5,PLAIN,Stachelhaus,ToBeNormalized,с_trans т_trans а_trans ч_trans е_trans л_trans х_trans а_trans у_trans с_trans,с_trans т_trans е_trans й_trans ч_trans е_trans л_trans х_trans а_trans у_trans с_trans
5216,10,PLAIN,Mootz,ToBeNormalized,м_trans у_trans т_trans с_trans,м_trans у_trans ц_trans
5221,6,PLAIN,estaciones,ToBeNormalized,э_trans с_trans т_trans а_trans с_trans и_trans о_trans н_trans с_trans,э_trans с_trans т_trans е_trans й_trans с_trans е_trans н_trans с_trans
5222,15,PLAIN,Cervejaria,ToBeNormalized,с_trans е_trans р_trans в_trans е_trans д_trans ж_trans а_trans р_trans и_trans я_trans,с_trans е_trans р_trans в_trans д_trans ж_trans а_trans р_trans и_trans я_trans
5223,0,PLAIN,SoundsXP,ToBeNormalized,с_trans а_trans у_trans н_trans д_trans с_trans п_trans,с_trans а_trans у_trans н_trans д_trans с_trans к_trans с_trans п_trans
5248,13,LETTERS,Крку,RemainSelf,Крку,к р к у
5251,6,PLAIN,NeesEragrostis,ToBeNormalized,н_trans и_trans с_trans е_trans р_trans а_trans г_trans р_trans о_trans с_trans т_trans и_trans с_trans,н_trans и_trans з_trans е_trans р_trans а_trans г_trans р_trans о_trans с_trans т_trans и_trans с_trans
5252,2,PLAIN,RendleEragrostis,ToBeNormalized,р_trans е_trans н_trans д_trans л_trans е_trans р_trans а_trans г_trans р_trans о_trans с_trans т_trans и_trans с_trans,р_trans е_trans н_trans д_trans л_trans и_trans р_trans а_trans г_trans р_trans о_trans с_trans т_trans и_trans с_trans
5286,4,PLAIN,Brenhinedd,ToBeNormalized,б_trans р_trans е_trans н_trans х_trans и_trans н_trans е_trans д_trans д_trans,б_trans р_trans е_trans н_trans а_trans й_trans н_trans е_trans д_trans д_trans
5286,6,PLAIN,Saeson,ToBeNormalized,с_trans а_trans с_trans о_trans н_trans,с_trans а_trans е_trans с_trans о_trans н_trans
5291,3,PLAIN,Ricj,ToBeNormalized,р_trans и_trans к_trans ж_trans,р_trans и_trans ч_trans ж_trans
5297,4,CARDINAL,3,ToBeNormalized,трех,три
5312,8,ORDINAL,1944,ToBeNormalized,тысяча девятьсот сорок четвертого,тысяча девятьсот сорок четвертом
5313,1,PLAIN,UNTAES,ToBeNormalized,ю_trans н_trans т_trans е_trans й_trans т_trans с_trans,а_trans н_trans т_trans а_trans с_trans
5380,8,PLAIN,Vaidila,ToBeNormalized,в_trans а_trans и_trans д_trans и_trans л_trans а_trans,в_trans е_trans й_trans д_trans и_trans л_trans а_trans
5381,3,PLAIN,Gallery,ToBeNormalized,г_trans а_trans л_trans л_trans е_trans р_trans и_trans,г_trans а_trans л_trans е_trans р_trans и_trans
5384,2,PLAIN,Эн,ToBeNormalized,э н,Эн
5395,10,MEASURE,"1,1 км.",ToBeNormalized,одна целая и одна десятая километра,одной целой и одной десятой километра
5403,0,PLAIN,ОТУ,ToBeNormalized,о т у,ОТУ
5414,1,PLAIN,Пьи,ToBeNormalized,п ь и,Пьи
5429,3,CARDINAL,21,ToBeNormalized,двадцать одно,двадцати одного
5429,7,DATE,9 июля,ToBeNormalized,девятое июля,девятого июля
5445,1,PLAIN,Aufrichtigen,ToBeNormalized,о_trans ф_trans р_trans а_trans й_trans ч_trans т_trans и_trans г_trans е_trans н_trans,о_trans ф_trans р_trans и_trans ч_trans т_trans и_trans г_trans е_trans н_trans
5445,4,PLAIN,Satura,ToBeNormalized,с_trans а_trans ч_trans е_trans р_trans а_trans,с_trans а_trans т_trans у_trans р_trans а_trans
5446,2,PLAIN,Льонос,ToBeNormalized,л ь о н о с,Льонос
5458,3,PLAIN,Rosalba,ToBeNormalized,р_trans о_trans з_trans а_trans л_trans б_trans а_trans,р_trans о_trans з_trans а_trans л_trans ь_trans б_trans а_trans
5461,3,PLAIN,Iceland,ToBeNormalized,и_trans с_trans е_trans л_trans а_trans н_trans д_trans,а_trans й_trans с_trans л_trans а_trans н_trans д_trans
5470,8,PLAIN,ИАП,ToBeNormalized,и а п,ИАП
5470,10,PLAIN,ИАД,ToBeNormalized,и а д,ИАД
5478,3,CARDINAL,-9,ToBeNormalized,минус девять,-9
5485,0,PLAIN,Rosalba,ToBeNormalized,р_trans о_trans з_trans а_trans л_trans б_trans а_trans,р_trans о_trans з_trans а_trans л_trans ь_trans б_trans а_trans
5485,3,PLAIN,BiographyTribute,ToBeNormalized,б_trans а_trans й_trans о_trans г_trans р_trans а_trans ф_trans и_trans р_trans б_trans и_trans б_trans у_trans т_trans,б_trans а_trans й_trans о_trans г_trans р_trans а_trans ф_trans и_trans т_trans р_trans и_trans б_trans у_trans т_trans
5485,5,PLAIN,Rosalba,ToBeNormalized,р_trans о_trans з_trans а_trans л_trans б_trans а_trans,р_trans о_trans з_trans а_trans л_trans ь_trans б_trans а_trans
5508,11,CARDINAL,1,ToBeNormalized,один,одна
5510,2,PLAIN,formavimosi,ToBeNormalized,ф_trans о_trans р_trans м_trans а_trans в_trans и_trans м_trans о_trans з_trans и_trans,ф_trans о_trans р_trans м_trans а_trans в_trans и_trans м_trans о_trans с_trans и_trans
5510,4,PLAIN,jos,ToBeNormalized,д_trans ж_trans о_trans с_trans,д_trans ж_trans о_trans з_trans
5521,1,TELEPHONE,978-0-8103-5487-6,ToBeNormalized,девятьсот семьдесят восемь sil ноль sil восемьсот десять триста сорок восемь семьдесят семь sil шесть,девятьсот семьдесят восемь sil ноль sil восемь тысяч сто три sil пятьдесят четыре восемьдесят семь sil шесть
5532,10,PLAIN,ВНИИФТРИ,ToBeNormalized,в н и и ф т р и,ВНИИФТРИ
5538,9,MEASURE,21 узел.,ToBeNormalized,двадцать один квадратный,двадцать один узел
5545,3,PLAIN,tvirtove,ToBeNormalized,т_trans в_trans и_trans р_trans т_trans о_trans в_trans,т_trans в_trans и_trans р_trans т_trans а_trans в_trans
5546,1,PLAIN,Honesty,ToBeNormalized,х_trans а_trans н_trans е_trans с_trans т_trans и_trans,х_trans о_trans н_trans е_trans с_trans т_trans и_trans
5547,2,CARDINAL,10,ToBeNormalized,десять,десяти
5555,2,TELEPHONE,5-02-008500-6,ToBeNormalized,пять sil ноль два sil ноль ноль восемьдесят пять sil шесть,пять sil ноль два sil ноль ноль восемь тысяч пятьсот sil шесть
5557,9,CARDINAL,-9,ToBeNormalized,минус девять,-9
5557,10,CARDINAL,-31,ToBeNormalized,минус тридцать один,минус три один
5571,15,PLAIN,felgenhaueri,ToBeNormalized,ф_trans е_trans л_trans д_trans ж_trans е_trans н_trans а_trans у_trans э_trans р_trans и_trans,ф_trans е_trans л_trans г_trans е_trans н_trans х_trans а_trans у_trans э_trans р_trans и_trans
5578,4,PLAIN,g,ToBeNormalized,г_trans,g
5591,1,LETTERS,Сзнек,RemainSelf,Сзнек,с з н е к
5594,2,CARDINAL,1,ToBeNormalized,одного,1
5594,4,MEASURE,"1,5 мм",ToBeNormalized,одной целой и пяти десятых миллиметра,"1,5 мм"
5605,1,ORDINAL,III,ToBeNormalized,три,третий
5613,0,PLAIN,Meloisey,ToBeNormalized,м_trans е_trans л_trans о_trans й_trans з_trans и_trans,м_trans е_trans л_trans о_trans й_trans с_trans и_trans
5616,3,PLAIN,Protection,ToBeNormalized,п_trans р_trans а_trans т_trans е_trans к_trans ш_trans е_trans н_trans,п_trans р_trans о_trans т_trans е_trans к_trans ш_trans е_trans н_trans
5622,5,DATE,1681 году,ToBeNormalized,тысяча шестьсот восемьдесят первому году,тысяча шестьсот восемьдесят первом году
5640,8,PLAIN,Peirson,ToBeNormalized,п_trans е_trans й_trans р_trans с_trans о_trans н_trans,п_trans е_trans е_trans р_trans с_trans о_trans н_trans
5644,13,CARDINAL,30,ToBeNormalized,тридцати,тридцать
5652,0,PLAIN,Ghorgor,ToBeNormalized,г_trans о_trans р_trans г_trans о_trans р_trans,г_trans х_trans о_trans р_trans г_trans о_trans р_trans
5654,11,PLAIN,problem,ToBeNormalized,п_trans р_trans о_trans б_trans л_trans м_trans,п_trans р_trans о_trans б_trans л_trans е_trans м_trans
5713,6,TELEPHONE,50696-2006,ToBeNormalized,пятьсот шесть девять шесть sil две тысячи шесть,пятьсот шесть девяносто шесть sil две тысячи шесть
5714,9,LETTERS,XX,ToBeNormalized,двадцатого,x x
5718,4,TELEPHONE,2014-08-16,ToBeNormalized,двести один четыре sil ноль восемь sil шестнадцать,двадцать четырнадцать sil ноль восемь sil шестнадцать
5720,4,MEASURE,15 м/с,ToBeNormalized,пятнадцать сантиметров в секунду,пятнадцати метров в секунду
5746,1,PLAIN,Pachymeris,ToBeNormalized,п_trans а_trans ч_trans и_trans м_trans е_trans р_trans и_trans с_trans,п_trans а_trans ч_trans й_trans м_trans е_trans р_trans и_trans с_trans
5746,4,PLAIN,Michaelle,ToBeNormalized,м_trans а_trans й_trans к_trans л_trans,м_trans а_trans й_trans к_trans л_trans ь_trans
5746,12,PLAIN,Bonnae,ToBeNormalized,б_trans о_trans н_trans н_trans а_trans,б_trans о_trans н_trans н_trans
5772,8,PLAIN,items,ToBeNormalized,и_trans т_trans е_trans м_trans с_trans,а_trans й_trans т_trans м_trans с_trans
5778,7,ELECTRONIC,acms.sl.nsw.gov.au,ToBeNormalized,а_trans к_trans м_trans с_trans точка s l точка n s,а_trans к_trans м_trans с_trans точка s l точка n s w точка г_trans о_trans в_trans точка a u
5796,13,PLAIN,НУМ,ToBeNormalized,н у м,НУМ
5808,12,PLAIN,Evolucion,ToBeNormalized,э_trans в_trans о_trans л_trans а_trans с_trans и_trans о_trans н_trans,э_trans в_trans о_trans л_trans а_trans к_trans е_trans н_trans
5813,4,PLAIN,Edelaraudtee,ToBeNormalized,э_trans д_trans е_trans л_trans а_trans р_trans а_trans у_trans д_trans т_trans и_trans,э_trans д_trans е_trans л_trans а_trans р_trans о_trans д_trans т_trans и_trans
5814,13,PLAIN,Dubois,ToBeNormalized,д_trans а_trans б_trans о_trans й_trans с_trans,д_trans ю_trans б_trans у_trans а_trans
5859,8,DATE,6 июня,ToBeNormalized,шестого июня,шестое июня
5872,14,PLAIN,l,ToBeNormalized,тета,l
5884,10,CARDINAL,7,ToBeNormalized,семи,семь
5890,5,CARDINAL,1956,ToBeNormalized,тысяча девятьсот пятьдесят шесть,тысячи девятисот пятидесяти шести
5898,2,CARDINAL,XIV,ToBeNormalized,четырнадцать,четырнадцати
5922,0,PLAIN,ИЛ,ToBeNormalized,и л,ИЛ
5926,5,CARDINAL,6,ToBeNormalized,шесть,шести
5974,7,PLAIN,Уайлд,ToBeNormalized,у а й л д,Уайлд
5975,19,MEASURE,80 %,ToBeNormalized,восьмидесяти процентов,80 %
5975,22,ORDINAL,20,ToBeNormalized,двадцать,двадцатом
5975,23,ORDINAL,-21,ToBeNormalized,минус двадцать один,двадцать первом
6009,12,CARDINAL,2012,ToBeNormalized,две тысячи двенадцать,двух тысяч двенадцати
6031,10,CARDINAL,XVII,ToBeNormalized,семнадцать,семнадцатью
6033,3,CARDINAL,20,ToBeNormalized,двадцать,двадцати
6052,3,PLAIN,venous,ToBeNormalized,в_trans е_trans н_trans у_trans с_trans,в_trans е_trans н_trans а_trans у_trans с_trans
6052,4,PLAIN,insufficiency,ToBeNormalized,и_trans н_trans с_trans у_trans ф_trans ф_trans и_trans с_trans и_trans е_trans н_trans с_trans и_trans,и_trans н_trans с_trans а_trans ф_trans и_trans с_trans а_trans й_trans е_trans н_trans с_trans и_trans
6073,3,CARDINAL,1000,ToBeNormalized,тысячи,тысяче
6099,4,PLAIN,х,ToBeNormalized,на,х
6099,5,MEASURE,17 мм.,ToBeNormalized,семнадцати миллиметров,семнадцать миллиметров
6106,1,CARDINAL,1215,ToBeNormalized,тысяча двести пятнадцать,тысячей двумястами пятнадцатью
6127,1,PLAIN,Sauvignon,ToBeNormalized,с_trans о_trans в_trans и_trans г_trans н_trans о_trans н_trans,с_trans о_trans в_trans н_trans о_trans н_trans
6133,10,CARDINAL,1,ToBeNormalized,один,одному
6146,12,PLAIN,Schilddruse,ToBeNormalized,ш_trans и_trans л_trans д_trans д_trans р_trans а_trans с_trans,с_trans ч_trans а_trans й_trans л_trans д_trans д_trans р_trans а_trans с_trans
6153,9,PLAIN,Ejecutese,ToBeNormalized,э_trans д_trans ж_trans е_trans к_trans ь_trans ю_trans т_trans з_trans,э_trans д_trans ж_trans е_trans к_trans ь_trans ю_trans т_trans с_trans
6159,5,PLAIN,—,RemainSelf,—,до
6169,0,PUNCT,--,ToBeNormalized,минус дефис,--
6169,7,PUNCT,--,ToBeNormalized,минус,--
6175,18,PLAIN,azuolas,ToBeNormalized,а_trans с_trans у_trans о_trans л_trans а_trans с_trans,а_trans з_trans у_trans о_trans л_trans а_trans с_trans
6179,10,ORDINAL,XVIII,ToBeNormalized,восемнадцать,восемнадцатому
6199,2,PLAIN,Buchenwald,ToBeNormalized,б_trans а_trans к_trans е_trans н_trans в_trans о_trans л_trans д_trans,б_trans а_trans ч_trans е_trans н_trans у_trans о_trans л_trans д_trans
6199,4,PLAIN,Mittelbau,ToBeNormalized,м_trans и_trans т_trans т_trans е_trans л_trans б_trans о_trans,м_trans и_trans т_trans т_trans е_trans л_trans б_trans а_trans у_trans
6208,3,DATE,14 января 2002,ToBeNormalized,четырнадцатого января две тысячи второго года,четырнадцатое января две тысячи второго года
6210,5,CARDINAL,II,ToBeNormalized,два,двух
6212,8,PLAIN,cyaneus,ToBeNormalized,с_trans а_trans й_trans а_trans н_trans у_trans с_trans,к_trans я_trans н_trans у_trans с_trans
6218,5,MEASURE,10 %,ToBeNormalized,десяти процентов,десять процентов
6218,9,MEASURE,1 700 000 м³.,ToBeNormalized,миллион семьсот миллионов кубических метров,миллион семьсот тысяч кубических метров
6231,6,PLAIN,Graden,ToBeNormalized,г_trans р_trans е_trans й_trans д_trans е_trans н_trans,г_trans р_trans а_trans д_trans е_trans н_trans
6234,5,CARDINAL,2,ToBeNormalized,двух,два
6240,4,FRACTION,11/24,ToBeNormalized,одиннадцать целых и двадцать сотых,одиннадцать двадцать четвертых
6240,7,FRACTION,11/16,ToBeNormalized,одиннадцать шестнадцатых,одиннадцати шестнадцатых
6259,1,PLAIN,ЖКИ,ToBeNormalized,ж к и,ЖКИ
6261,14,PLAIN,Гальгалацruen,ToBeNormalized,г а л ь а а л а ц р_trans е_trans н_trans,Гальгалацruen
6263,9,PLAIN,JAMSTEC,ToBeNormalized,д_trans ж_trans а_trans м_trans с_trans т_trans е_trans к_trans,д_trans ж_trans е_trans й_trans м_trans с_trans т_trans е_trans к_trans
6264,8,PLAIN,Rulz,ToBeNormalized,р_trans а_trans л_trans с_trans,р_trans у_trans л_trans с_trans
6267,8,PLAIN,Schoeps,ToBeNormalized,ш_trans е_trans е_trans п_trans с_trans,с_trans к_trans и_trans п_trans с_trans
6267,11,PLAIN,ungeliebte,ToBeNormalized,ю_trans н_trans г_trans е_trans л_trans и_trans б_trans т_trans,ю_trans н_trans д_trans ж_trans е_trans л_trans и_trans б_trans т_trans
6267,12,PLAIN,Aussenseiter,ToBeNormalized,о_trans с_trans с_trans е_trans н_trans с_trans а_trans й_trans т_trans е_trans р_trans,о_trans с_trans с_trans е_trans н_trans с_trans е_trans й_trans т_trans е_trans р_trans
6268,7,CARDINAL,279,ToBeNormalized,двухсот семидесяти девяти,двести семьдесят девять
6271,18,PLAIN,смМultyfarnham,ToBeNormalized,с м м у_trans л_trans т_trans и_trans ф_trans а_trans р_trans н_trans х_trans э_trans м_trans,смМultyfarnham
6294,11,CARDINAL,529,ToBeNormalized,пятьюстами двадцатью девятью,пятисот двадцати девяти
6306,15,CARDINAL,1719310,ToBeNormalized,сто семьдесят одна тысяча девятьсот тридцать десять,миллион семьсот девятнадцать тысяч триста десять
6318,9,CARDINAL,1972,ToBeNormalized,тысяча девятьсот семьдесят два,тысячей девятьюстами семьюдесятью двумя
6321,0,DATE,30 декабря,ToBeNormalized,тридцатого декабря,тридцатое декабря
6365,5,CARDINAL,20000,ToBeNormalized,двадцати тысяч,двадцать тысяч
6386,2,MEASURE,"608,505км².",ToBeNormalized,шестисот восьми целых и пятисот пятидесяти тысячных квадратного километра,шестисот восьми целых и пятисот пяти тысячных квадратного километра
6395,11,ORDINAL,II,ToBeNormalized,два,второй
6399,0,CARDINAL,1,ToBeNormalized,один,одна
6403,20,PLAIN,Situation,ToBeNormalized,с_trans и_trans ч_trans у_trans е_trans й_trans ш_trans е_trans н_trans,с_trans и_trans т_trans у_trans е_trans й_trans ш_trans е_trans н_trans
6415,7,CARDINAL,2,ToBeNormalized,два,двух
6463,2,MEASURE,"2321,454 км².",ToBeNormalized,две тысячи триста двадцать одна целая и четыреста пятьдесят четыре тысячных квадратного километра,две тысячи триста двадцать одну целую и четыреста пятьдесят четыре тысячных квадратного километра
6477,18,CARDINAL,3,ToBeNormalized,трех,три
6483,1,PLAIN,Conformational,ToBeNormalized,к_trans о_trans н_trans ф_trans о_trans р_trans м_trans е_trans й_trans ш_trans е_trans н_trans а_trans л_trans,к_trans о_trans н_trans ф_trans о_trans р_trans м_trans е_trans ш_trans н_trans е_trans л_trans
6484,3,CARDINAL,1,ToBeNormalized,одной,одна
6490,5,ELECTRONIC,finance.ua,ToBeNormalized,ф_trans и_trans н_trans а_trans н_trans с_trans точка у_trans u a,ф_trans и_trans н_trans а_trans н_trans с_trans точка u a
6515,5,DATE,27 октября 1998 г.,ToBeNormalized,двадцать седьмого октября тысяча девятьсот девяносто восьмого года,двадцать седьмое октября тысяча девятьсот девяносто восьмого года
6539,2,PLAIN,Prussicarum,ToBeNormalized,п_trans р_trans а_trans с_trans с_trans и_trans к_trans а_trans р_trans у_trans м_trans,п_trans р_trans о_trans с_trans с_trans и_trans к_trans а_trans р_trans у_trans м_trans
6540,1,CARDINAL,12,ToBeNormalized,двенадцати,двенадцать
6548,4,PLAIN,Wenn,ToBeNormalized,у_trans э_trans н_trans н_trans,в_trans е_trans н_trans н_trans
